FECHA (YYMMDD);HORA (HHMM);Registros validados;Registros preliminares;Registros no validados;
070506;1700;;7,104;;
070506;1800;;4,411;;
070506;1900;;6,72099;;
070506;2000;;4,897;;
070506;2100;;6,812;;
070506;2200;;6,641;;
070506;2300;;6,965;;
070507;0000;;5,502;;
070507;0100;;4,474;;
070507;0200;;5,23;;
070507;0300;;6,55099;;
070507;0400;;5,935;;
070507;0500;;5,542;;
070507;0600;;8,37999;;
070507;0700;;6,03999;;
070507;0800;;6,327;;
070507;0900;;7,23199;;
070507;1000;;12,11;;
070507;1100;;16,12;;
070507;1200;;19,98;;
070507;1300;;22,5;;
070507;1400;;24,52;;
070507;1500;;26,65;;
070507;1600;;28,83;;
070507;1700;;20,15;;
070507;1800;;10,79;;
070507;1900;;7,048;;
070507;2000;;5,475;;
070507;2100;;2,241;;
070507;2200;;2,314;;
070507;2300;;1,846;;
070508;0000;;2,6;;
070508;0100;;2,566;;
070508;0200;;4,656;;
070508;0300;;6,838;;
070508;0400;;5,12199;;
070508;0500;;2,503;;
070508;0600;;2,422;;
070508;0700;;1,829;;
070508;0800;;3,723;;
070508;0900;;4,82;;
070508;1000;;5,598;;
070508;1100;;9,93999;;
070508;1200;;13,67;;
070508;1300;;23,18;;
070508;1400;;25,21;;
070508;1500;;22,38;;
070508;1600;;17,87;;
070508;1700;;7,13699;;
070508;1800;;12,79;;
070508;1900;;17,97;;
070508;2000;;25,48;;
070508;2100;;16,44;;
070508;2200;;2,539;;
070508;2300;;13,68;;
070509;0000;;10,51;;
070509;0100;;6,709;;
070509;0200;;1,102;;
070509;0300;;3,065;;
070509;0400;;0;;
070509;0500;;0,46;;
070509;0600;;1,419;;
070509;0700;;2,662;;
070509;0800;;2,264;;
070509;0900;;4,924;;
070509;1000;;17,04;;
070509;1100;;33,49;;
070509;1200;;36,96;;
070509;1300;;43,46;;
070509;1400;;52,04;;
070509;1500;;62,52;;
070509;1600;;60,92;;
070509;1700;;42,74;;
070509;1800;;30,56;;
070509;1900;;24,25;;
070509;2000;;17,48;;
070509;2100;;19,33;;
070509;2200;;17,18;;
070509;2300;;8,75998;;
070510;0000;;10,4;;
070510;0100;;13,01;;
070510;0200;;7,384;;
070510;0300;;3,481;;
070510;0400;;3,951;;
070510;0500;;6,574;;
070510;0600;;8,06998;;
070510;0700;;6,963;;
070510;0800;;5,562;;
070510;0900;;8,87999;;
070510;1000;;22,57;;
070510;1100;;33,35;;
070510;1200;;42,86;;
070510;1300;;43,97;;
070510;1400;;49,21;;
070510;1500;;47,47;;
070510;1600;;41,47;;
070510;1700;;30,48;;
070510;1800;;19,76;;
070510;1900;;18,81;;
070510;2000;;13,32;;
070510;2100;;20,75;;
070510;2200;;14,1;;
070510;2300;;6,917;;
070511;0000;;10,15;;
070511;0100;;15,01;;
070511;0200;;15,64;;
070511;0300;;16,14;;
070511;0400;;14,94;;
070511;0500;;12,86;;
070511;0600;;9,81998;;
070511;0700;;9,29999;;
070511;0800;;9,03998;;
070511;0900;;9,7;;
070511;1000;;10,31;;
070511;1100;;11,86;;
070511;1200;;12,87;;
070511;1300;;15,13;;
070511;1400;;15,01;;
070511;1500;;13,33;;
070511;1600;;12,52;;
070511;1700;;10,08;;
070511;1800;;8,5;;
070511;1900;;6,161;;
070511;2000;;4,99899;;
070511;2100;;5,642;;
070511;2200;;6,10799;;
070511;2300;;4,34399;;
070512;0000;;4,015;;
070512;0100;;3,79;;
070512;0200;;2,754;;
070512;0300;;3,213;;
070512;0400;;3,36;;
070512;0500;;2,865;;
070512;0600;;2,799;;
070512;0700;;5,55;;
070512;0800;;7,53;;
070512;0900;;5,52299;;
070512;1000;;8,64998;;
070512;1100;;16,05;;
070512;1200;;18,5;;
070512;1300;;23,1;;
070512;1400;;32,47;;
070512;1500;;43,17;;
070512;1600;;36,96;;
070512;1700;;20,07;;
070512;1800;;24,45;;
070512;1900;;16,2;;
070512;2000;;19,73;;
070512;2100;;27,29;;
070512;2200;;15,03;;
070512;2300;;12,35;;
070513;0000;;12,21;;
070513;0100;;14,27;;
070513;0200;;10,82;;
070513;0300;;8,14998;;
070513;0400;;7,753;;
070513;0500;;7,961;;
070513;0600;;11,25;;
070513;0700;;10,45;;
070513;0800;;10,61;;
070513;0900;;15,27;;
070513;1000;;21,32;;
070513;1100;;29,89;;
070513;1200;;37,66;;
070513;1300;;44,61;;
070513;1400;;49,86;;
070513;1500;;47,99;;
070513;1600;;42,0099;;
070513;1700;;35,24;;
070513;1800;;21,21;;
070513;1900;;13,25;;
070513;2000;;13,94;;
070513;2100;;19,63;;
070513;2200;;18,28;;
070513;2300;;9,12999;;
070514;0000;;13,48;;
070514;0100;;20,42;;
070514;0200;;18,36;;
070514;0300;;11,27;;
070514;0400;;9,45;;
070514;0500;;10,04;;
070514;0600;;6,89799;;
070514;0700;;4,99;;
070514;0800;;7,12299;;
070514;0900;;9,29999;;
070514;1000;;11,2;;
070514;1100;;12,03;;
070514;1200;;13,67;;
070514;1300;;14,15;;
070514;1400;;15,3;;
070514;1500;;11,05;;
070514;1600;;9,17;;
