FECHA (YYMMDD);HORA (HHMM);;
140206;0900;17,0392;
140206;1000;19,2525;
140206;1100;20,9675;
140206;1200;22,705;
140206;1300;24,275;
140206;1400;25,55;
140206;1500;26,4808;
140206;1600;26,7708;
140206;1700;26,5392;
140206;1800;25,9767;
140206;1900;24,3758;
140206;2000;22,3725;
140206;2100;19,7825;
140206;2200;18,0775;
140206;2300;16,7867;
140207;0000;15,5808;
140207;0100;15,4275;
140207;0200;14,62;
140207;0300;13,1908;
140207;0400;12,1492;
140207;0500;11,0483;
140207;0600;10,4892;
140207;0700;11,9933;
140207;0800;14,4917;
140207;0900;16,5658;
140207;1000;18,8708;
140207;1100;21,4075;
140207;1200;23,5442;
140207;1300;25,22;
140207;1400;26,4817;
140207;1500;27,825;
140207;1600;28,1967;
140207;1700;28,2742;
140207;1800;27,6433;
140207;1900;25,5483;
140207;2000;22,3958;
140207;2100;19,7083;
140207;2200;17,5842;
140207;2300;16,53;
140208;0000;15,7592;
140208;0100;15,0858;
140208;0200;14,1925;
140208;0300;13,2425;
140208;0400;12,5617;
140208;0500;11,5808;
140208;0600;11,345;
140208;0700;13,59;
140208;0800;16,0733;
140208;0900;18,165;
140208;1000;20,1275;
140208;1100;22,095;
140208;1200;24,1467;
140208;1300;25,7508;
140208;1400;26,7675;
140208;1500;27,5292;
140208;1600;27,9708;
140208;1700;27,905;
140208;1800;27,35;
140208;1900;25,5692;
140208;2000;22,2917;
140208;2100;20,3125;
140208;2200;19,0267;
140208;2300;17,8142;
140209;0000;17,02;
140209;0100;15,8025;
140209;0200;15,6933;
140209;0300;15,4342;
140209;0400;13,9042;
140209;0500;13,8875;
140209;0600;13,3867;
140209;0700;15,6783;
140209;0800;17,8533;
140209;0900;20,0083;
140209;1000;21,9283;
140209;1100;23,9667;
140209;1200;25,8817;
140209;1300;27,5017;
140209;1400;28,6933;
140209;1500;29,6225;
140209;1600;30,195;
140209;1700;30,0875;
140209;1800;29,3483;
140209;1900;27,1917;
140209;2000;24,3408;
140209;2100;22,1758;
140209;2200;20,6467;
140209;2300;19,3767;
140210;0000;18,6467;
140210;0100;17,6975;
140210;0200;16,2967;
140210;0300;14,6183;
140210;0400;13,9567;
140210;0500;13,615;
140210;0600;12,9208;
140210;0700;15,535;
